id,date,medtype,medium,headline,value,gold,lemmapos,lemmata
150282295,2015-02-03T00:00:00Z,Newspaper,Telegraaf,Obama wil ook winst buitenland,0,FALSE,SPEC_Obama WW_willen BW_ook N_winst N_buitenland,Obama willen ook winst buitenland
150282297,2015-02-03T00:00:00Z,Newspaper,Telegraaf,Klaagzang,-1,FALSE,N_klaagzang,klaagzang
150282303,2015-02-03T00:00:00Z,Newspaper,Telegraaf,De staat gaat voor zeker; Groep van 26 zakenbanken dingen mee naar rol bij beursgang ABN Amro,0,FALSE,WW_staan WW_gaan VZ_voor ADJ_zeker N_groep VZ_van TW_26 N_zakenbank N_ding VZ_mee VZ_naar N_rol VZ_bij N_beursgang SPEC_ABN_Amro,staan gaan voor zeker groep van 26 zakenbank ding mee naar rol bij beursgang ABN_Amro
150282305,2015-02-02T00:00:00Z,Newspaper,Telegraaf,Griekse minister wil 'cold turkey' met schulden,1,FALSE,ADJ_griekse N_minister WW_willen SPEC_cold SPEC_turkey VZ_met N_schuld,griekse minister willen cold turkey met schuld
150282306,2015-02-02T00:00:00Z,Newspaper,Telegraaf,'Medewerkers thuiszorg duiken in zwart circuit'; FNV-voorzitter Ton Heerts waarschuwt,-1,FALSE,N_medewerker N_thuiszorg WW_duiken VZ_in ADJ_zwart N_circuit SPEC_'; N_fnv-voorzitter SPEC_Ton_Heerts WW_waarschuwen,medewerker thuiszorg duiken in zwart circuit '; fnv-voorzitter Ton_Heerts waarschuwen
150282308,2015-02-02T00:00:00Z,Newspaper,Telegraaf,Rechtshulp wordt toch gekort,0,FALSE,N_rechtshulp WW_worden BW_toch WW_korten,rechtshulp worden toch korten
150282309,2015-02-02T00:00:00Z,Newspaper,Telegraaf,Griekenland wordt afgrond ingewerkt,-1,FALSE,SPEC_Griekenland WW_worden N_afgrond WW_inwerken,Griekenland worden afgrond inwerken
150282312,2015-02-01T00:00:00Z,Newspaper,Telegraaf,Schandaal,-1,FALSE,N_schandaal,schandaal
150282313,2015-02-01T00:00:00Z,Newspaper,Telegraaf,Droompakket Rutte II,1,FALSE,N_droompakket SPEC_Rutte_II,droompakket Rutte_II
150282314,2015-02-01T00:00:00Z,Newspaper,Telegraaf,'Onderliggend is er veel aan de hand',0,FALSE,WW_onderliggen WW_zijn VNW_er VNW_veel VZ_aan_de_hand,onderliggen zijn er veel aan_de_hand
150282315,2015-02-01T00:00:00Z,Newspaper,Telegraaf,Bar en boos,-1,FALSE,SPEC_Bar VG_en ADJ_boos,Bar en boos
150282317,2015-02-01T00:00:00Z,Newspaper,Telegraaf,Personeel weggekaapt; Buitenland zit te springen om Nederlandse specialisten,-1,FALSE,N_personeel WW_wegkapen N_buitenland WW_zitten VZ_te WW_springen VZ_om ADJ_nederlands N_specialist,personeel wegkapen buitenland zitten te springen om nederlands specialist
150282326,2015-05-27T00:00:00Z,Newspaper,Metro,`Tekort 200 miljoen',0,FALSE,N_tekort TW_200 N_miljoen,tekort 200 miljoen
150282327,2015-05-26T00:00:00Z,Newspaper,Metro,`Brexit ook nadelig voor Nederland',-1,FALSE,SPEC_Brexit BW_ook ADJ_nadelig VZ_voor SPEC_Nederland,Brexit ook nadelig voor Nederland
150282329,2015-05-20T00:00:00Z,Newspaper,Metro,Duizenden banen weg bij de Belastingdienst,-1,FALSE,N_duizend N_baan BW_weg VZ_bij N_belastingdienst,duizend baan weg bij belastingdienst
150282330,2015-05-20T00:00:00Z,Newspaper,Metro,Gaat hypotheekrente nu weer omhoog?,0,FALSE,WW_gaan N_hypotheekrente BW_nu BW_weer BW_omhoog,gaan hypotheekrente nu weer omhoog
150282331,2015-05-19T00:00:00Z,Newspaper,Metro,Voorlichting. Werklozen uit Nieuw-West gaan aan de slag bij de brandweer,1,FALSE,N_voorlichting ADJ_werkloos VZ_uit SPEC_Nieuw-West WW_gaan VZ_aan N_slag VZ_bij N_brandweer,voorlichting werkloos uit Nieuw-West gaan aan slag bij brandweer
150282334,2015-05-18T00:00:00Z,Newspaper,Metro,Werknemers met autisme in trek,0,FALSE,N_werknemer VZ_met N_autisme VZ_in WW_trekken,werknemer met autisme in trekken
150282336,2015-05-13T00:00:00Z,Newspaper,Metro,Grieken putten uit IMF-reserve,-1,FALSE,SPEC_Grieken WW_putten VZ_uit SPEC_IMF-reserve,Grieken putten uit IMF-reserve
150282339,2015-05-12T00:00:00Z,Newspaper,Metro,En wéér dreigt het bluffende Griekenland failliet te gaan,-1,FALSE,VG_en BW_wéér WW_dreigen WW_bluffen SPEC_Griekenland ADJ_failliet VZ_te WW_gaan,en wéér dreigen bluffen Griekenland failliet te gaan
150282347,2015-04-24T00:00:00Z,Newspaper,Metro,Grexit. Minister proeft `grote urgentie om eruit te komen' bij Grieken,0,FALSE,N_grexit N_minister WW_proeven ADJ_groot N_urgentie VZ_om BW_eruit VZ_te WW_komen VZ_bij SPEC_Grieken,grexit minister proeven groot urgentie om eruit te komen bij Grieken
150282348,2015-04-23T00:00:00Z,Newspaper,Metro,Kleine lettertjes abacadabra voor huiseigenaren,-1,FALSE,ADJ_klein N_letter N_abacadabra VZ_voor N_huiseigenaar,klein letter abacadabra voor huiseigenaar
150282353,2015-04-22T00:00:00Z,Newspaper,Metro,Hoe kan ik mijn kind helpen bij de financiering van een woning?,0,FALSE,BW_hoe WW_kunnen VNW_ik VNW_mijn N_kind WW_helpen VZ_bij N_financiering VZ_van N_woning,hoe kunnen ik mijn kind helpen bij financiering van woning
150282359,2015-04-20T00:00:00Z,Newspaper,Metro,`Agent steeds vaker in financiële ellende',-1,FALSE,N_agent BW_steeds ADJ_vaak VZ_in ADJ_financieel N_ellende,agent steeds vaak in financieel ellende
150282369,2015-04-15T00:00:00Z,Newspaper,Metro,`Wanhopen over de toekomst is voor jongeren niet nodig',1,FALSE,SPEC_Wanhopen VZ_over N_toekomst WW_zijn VZ_voor ADJ_jong BW_niet ADJ_nodig,Wanhopen over toekomst zijn voor jong niet nodig
150282371,2015-04-15T00:00:00Z,Newspaper,Metro,IMF ziet groei opkomende economieën afzwakken,-1,FALSE,SPEC_IMF WW_zien N_groei WW_opkomen N_economie WW_afzwakken,IMF zien groei opkomen economie afzwakken
150282374,2015-04-13T00:00:00Z,Newspaper,Metro,Samen op zoek naar baan,0,FALSE,BW_samen VZ_op_zoek VZ_naar N_baan,samen op_zoek naar baan
150282376,2015-04-13T00:00:00Z,Newspaper,Metro,Injectie. Muziekdienst Spotify haalt 400 miljoen dollar op,0,FALSE,N_injectie N_muziekdienst SPEC_Spotify WW_halen TW_400 N_miljoen N_dollar VZ_op,injectie muziekdienst Spotify halen 400 miljoen dollar op
150282377,2015-04-13T00:00:00Z,Newspaper,Metro,"Kosten koper, wat valt daar allemaal onder?",0,FALSE,N_kost N_koper VNW_wat WW_vallen VNW_daar BW_allemaal VZ_onder,kost koper wat vallen daar allemaal onder
150282379,2015-04-10T00:00:00Z,Newspaper,Metro,Wat is een restschuld en hoe weet ik of ik die heb?,0,FALSE,VNW_wat WW_zijn N_restschuld VG_en BW_hoe WW_weten VNW_ik VG_of VNW_ik VNW_die WW_hebben,wat zijn restschuld en hoe weten ik of ik die hebben
150282381,2015-04-09T00:00:00Z,Newspaper,Metro,Kies je voor een variabele rente of zet je de rente langer vast?,0,FALSE,WW_kiezen VNW_je VZ_voor ADJ_variabel N_rente VG_of WW_zetten VNW_je N_rente ADJ_lang ADJ_vast,kiezen je voor variabel rente of zetten je rente lang vast
150282383,2015-04-09T00:00:00Z,Newspaper,Metro,Forse daling van het aantal ontslagaanvragen,1,FALSE,ADJ_fors N_daling VZ_van N_aantal N_ontslagaanvraag,fors daling van aantal ontslagaanvraag
150282386,2015-04-08T00:00:00Z,Newspaper,Metro,`Financiële gevolgen vermissing onderbelicht',-1,FALSE,ADJ_financieel N_gevolg N_vermissing WW_onderbelichten,financieel gevolg vermissing onderbelichten
150282387,2015-04-08T00:00:00Z,Newspaper,Metro,Opnieuw minder lenen bij koop huis,-1,FALSE,BW_opnieuw VNW_minder WW_lenen VZ_bij WW_kopen N_huis,opnieuw minder lenen bij kopen huis
150282389,2015-04-08T00:00:00Z,Newspaper,Metro,Rusland bezuinigt op WK 2018,0,FALSE,SPEC_Rusland WW_bezuinigen VZ_op SPEC_WK TW_2018,Rusland bezuinigen op WK 2018
150282392,2015-04-03T00:00:00Z,Newspaper,Metro,Mbo'ers raken steeds dieper in de schulden,-1,FALSE,N_mbo N_er WW_raken BW_steeds ADJ_diep VZ_in N_schuld,mbo er raken steeds diep in schuld
150282393,2015-04-03T00:00:00Z,Newspaper,Metro,"De rente is historisch laag, zal ik mijn hypotheek aanpassen?",0,FALSE,N_rente WW_zijn ADJ_historisch ADJ_laag WW_zullen VNW_ik VNW_mijn N_hypotheek WW_aanpassen,rente zijn historisch laag zullen ik mijn hypotheek aanpassen
150282394,2015-04-02T00:00:00Z,Newspaper,Metro,Financiële chaos bij huisvuil,-1,FALSE,ADJ_financieel N_chaos VZ_bij N_huisvuil,financieel chaos bij huisvuil
150282398,2015-04-01T00:00:00Z,Newspaper,Metro,Korting. D66: Meer banen door Nationale Toeristenpas voor ov,-1,FALSE,N_korting SPEC_D66 VNW_veel N_baan VZ_door ADJ_nationaal SPEC_Toeristenpas VZ_voor SPEC_ov,korting D66 veel baan door nationaal Toeristenpas voor ov
150282402,2015-04-01T00:00:00Z,Newspaper,Metro,Southampton uit de rode cijfers,1,FALSE,SPEC_Southampton VZ_uit ADJ_rood N_cijfer,Southampton uit rood cijfer
150282405,2015-03-30T00:00:00Z,Newspaper,Metro,Geldnood brengt pastoor naar stal,-1,FALSE,N_geldnood WW_brengen N_pastoor VZ_naar N_stal,geldnood brengen pastoor naar stal
150282409,2015-03-25T00:00:00Z,Newspaper,Metro,Britse prijzen stagneren,0,FALSE,ADJ_britse N_prijs WW_stagneren,britse prijs stagneren
150282410,2015-03-25T00:00:00Z,Newspaper,Metro,"Nerd in de lift, manager buitenspel",0,TRUE,SPEC_Nerd VZ_in N_lift N_manager BW_buitenspel,Nerd in lift manager buitenspel
150282411,2015-03-25T00:00:00Z,Newspaper,Metro,Wordt negatieve spaarrente de norm?,0,FALSE,WW_worden ADJ_negatief N_spaarrente N_norm,worden negatief spaarrente norm
150282415,2015-03-19T00:00:00Z,Newspaper,Metro,Betalen om te mogen sparen,-1,FALSE,WW_betalen VZ_om VZ_te WW_mogen WW_sparen,betalen om te mogen sparen
150282418,2015-03-17T00:00:00Z,Newspaper,Metro,Economie als grootste probleem,-1,FALSE,N_economie VZ_als ADJ_groot N_probleem,economie als groot probleem
150282421,2015-03-17T00:00:00Z,Newspaper,Metro,Sluiten winkels geen oplossing V,0,FALSE,WW_sluiten N_winkel VNW_geen N_oplossing SPEC_V,sluiten winkel geen oplossing V
150282422,2015-03-17T00:00:00Z,Newspaper,Metro,"`We hebben genoeg bezuinigd, nu tijd om lasten te verlagen'",0,FALSE,VNW_we WW_hebben BW_genoeg WW_bezuinigen BW_nu N_tijd VZ_om N_last VZ_te WW_verlagen,we hebben genoeg bezuinigen nu tijd om last te verlagen
150282425,2015-03-17T00:00:00Z,Newspaper,Metro,Nederlandse export sterk gestegen,1,FALSE,ADJ_nederlands N_export ADJ_sterk WW_stijgen,nederlands export sterk stijgen
150282440,2015-03-11T00:00:00Z,Newspaper,Metro,Van huur naar koop in Capelle,0,FALSE,VZ_van N_huur VZ_naar N_koop VZ_in SPEC_Capelle,van huur naar koop in Capelle
150282441,2015-03-11T00:00:00Z,Newspaper,Metro,Korting op huurwoning,1,FALSE,N_korting VZ_op N_huurwoning,korting op huurwoning
150282444,2015-03-10T00:00:00Z,Newspaper,Metro,Social media in strijd tegen werkloosheid,0,FALSE,SPEC_Social N_media VZ_in_strijd VZ_tegen N_werkloosheid,Social media in_strijd tegen werkloosheid
150282446,2015-03-10T00:00:00Z,Newspaper,Metro,Baan. Startersbeurs helpt je kansen op de arbeidsmarkt vergroten,1,FALSE,N_baan N_startersbeurs WW_helpen VNW_je N_kans VZ_op N_arbeidsmarkt WW_vergroten,baan startersbeurs helpen je kans op arbeidsmarkt vergroten
150282447,2015-03-09T00:00:00Z,Newspaper,Metro,`Huizenprijzen lokken rijken naar Rotterdam',0,FALSE,N_huizenprijs WW_lokken N_rijk VZ_naar SPEC_Rotterdam,huizenprijs lokken rijk naar Rotterdam
150282448,2015-03-06T00:00:00Z,Newspaper,Metro,Consumenten sparen zichzelf in de rode cijfers,-1,FALSE,N_consument WW_sparen VNW_zichzelf VZ_in ADJ_rood N_cijfer,consument sparen zichzelf in rood cijfer
150282449,2015-03-06T00:00:00Z,Newspaper,Metro,Zoet. Dijsselbloem denkt dat nare maatregelen nu hun vruchten afwerpen,1,FALSE,ADJ_zoet SPEC_Dijsselbloem WW_denken VG_dat ADJ_naar N_maatregel BW_nu VNW_hun N_vrucht WW_afwerpen,zoet Dijsselbloem denken dat naar maatregel nu hun vrucht afwerpen
150282452,2015-03-05T00:00:00Z,Newspaper,Metro,Sportclubs verkwisten elk jaar miljoenen euro's,0,FALSE,N_sportclub WW_verkwisten VNW_elk N_jaar N_miljoen N_euro,sportclub verkwisten elk jaar miljoen euro
150282454,2015-03-04T00:00:00Z,Newspaper,Metro,Minister Kamp noemt import Russisch gas een optie,0,FALSE,N_minister SPEC_Kamp WW_noemen N_import ADJ_russisch N_gas N_optie,minister Kamp noemen import russisch gas optie
150282460,2015-03-02T00:00:00Z,Newspaper,Metro,Burger moet brandweer helpen,0,FALSE,N_burger WW_moeten N_brandweer WW_helpen,burger moeten brandweer helpen
150282461,2015-03-02T00:00:00Z,Newspaper,Metro,'Koste wat het kost IMF aflossen',0,FALSE,ADJ_koste VNW_wat VNW_het WW_kosten N_imf WW_aflossen,koste wat het kosten imf aflossen
150282462,2015-02-27T00:00:00Z,Newspaper,Metro,Gevangen in huis uit angst voor restschuld,-1,FALSE,WW_vangen VZ_in N_huis VZ_uit_angst_voor N_restschuld,vangen in huis uit_angst_voor restschuld
150282463,2015-02-26T00:00:00Z,Newspaper,Metro,Nieuwe cao voor GVB-personeel,0,FALSE,ADJ_nieuw SPEC_cao VZ_voor SPEC_GVB-personeel,nieuw cao voor GVB-personeel
150282464,2015-02-26T00:00:00Z,Newspaper,Metro,Dubbele gevoelens bij opening nieuwe V,0,FALSE,ADJ_dubbel N_gevoel VZ_bij N_opening ADJ_nieuw SPEC_V,dubbel gevoel bij opening nieuw V
150282465,2015-02-25T00:00:00Z,Newspaper,Metro,Dijsselbloem tevreden over deal,1,FALSE,SPEC_Dijsselbloem ADJ_tevreden VZ_over N_deal,Dijsselbloem tevreden over deal
150282466,2015-02-23T00:00:00Z,Newspaper,Metro,'Griekse regering stuurt lijst hervormingen',0,FALSE,ADJ_griekse N_regering WW_sturen N_lijst N_hervorming,griekse regering sturen lijst hervorming
150282470,2015-02-17T00:00:00Z,Newspaper,Metro,`Verleng steun',0,FALSE,N_verleng N_steun,verleng steun
150282473,2015-02-12T23:00:00Z,Newspaper,Metro,Mes in eigen vlees voor meer zitplekken in trein,0,TRUE,N_mes VZ_in ADJ_eigen N_vlees VZ_voor VNW_veel N_zitplek VZ_in N_trein,mes in eigen vlees voor veel zitplek in trein
150282475,2015-02-13T00:00:00Z,Newspaper,Metro,Geld. Goedkope benzine leidt tot extreem lage inflatie begin dit jaar,0,TRUE,N_geld ADJ_goedkoop N_benzine WW_leiden VZ_tot ADJ_extreem ADJ_laag N_inflatie N_begin VNW_dit N_jaar,geld goedkoop benzine leiden tot extreem laag inflatie begin dit jaar
150282476,2015-02-12T00:00:00Z,Newspaper,Metro,Rijke Duitsers rijker dan werd gedacht,1,FALSE,SPEC_Rijke_Duitsers ADJ_rijk VG_dan WW_worden WW_denken,Rijke_Duitsers rijk dan worden denken
150282477,2015-02-11T00:00:00Z,Newspaper,Metro,FNV: niet overtuigd van ontslagen,-1,FALSE,SPEC_FNV BW_niet WW_overtuigen VZ_van WW_ontslaan,FNV niet overtuigen van ontslaan
150282478,2015-02-11T00:00:00Z,Newspaper,Metro,Sluit je dure lening over en bespaar!,1,FALSE,WW_sluiten VNW_je ADJ_duur N_lening VZ_over VG_en WW_besparen,sluiten je duur lening over en besparen
150282481,2015-02-11T00:00:00Z,Newspaper,Metro,Werkloze moet jongeren gaan stimuleren,1,FALSE,ADJ_werkloze WW_moeten ADJ_jong WW_gaan WW_stimuleren,werkloze moeten jong gaan stimuleren
150282483,2015-02-10T00:00:00Z,Newspaper,Metro,Blokker schrapt circa 440 banen,-1,FALSE,N_blokker WW_schrappen BW_circa TW_440 N_baan,blokker schrappen circa 440 baan
150282490,2015-02-09T00:00:00Z,Newspaper,Metro,`Meer geweld door bezuinigingen',-1,FALSE,VNW_veel N_geweld VZ_door N_bezuiniging,veel geweld door bezuiniging
150282492,2015-02-06T00:00:00Z,Newspaper,Metro,Werkloosheid is hoog ondanks goed nieuws,0,FALSE,N_werkloosheid WW_zijn ADJ_hoog VZ_ondanks ADJ_goed N_nieuw,werkloosheid zijn hoog ondanks goed nieuw
150282495,2015-02-05T00:00:00Z,Newspaper,Metro,Chinezen zijn de motor van de Amsterdamse economie,1,FALSE,SPEC_Chinezen WW_zijn N_motor VZ_van ADJ_amsterdamse N_economie,Chinezen zijn motor van amsterdamse economie
150282496,2015-02-04T00:00:00Z,Newspaper,Metro,Hoe goed is deflatie voor jouw beurs?,0,FALSE,BW_hoe ADJ_goed WW_zijn N_deflatie VZ_voor VNW_jou N_beurs,hoe goed zijn deflatie voor jou beurs
150282498,2015-02-03T00:00:00Z,Newspaper,Metro,V,0,FALSE,SPEC_V,V
150282500,2015-02-03T00:00:00Z,Newspaper,Metro,Confrontatie. `Merkel wil geen gesprek met nieuwe Griekse premier Tsipras',-1,FALSE,N_confrontatie SPEC_Merkel WW_willen VNW_geen N_gesprek VZ_met ADJ_nieuw ADJ_griekse N_premier SPEC_Tsipras,confrontatie Merkel willen geen gesprek met nieuw griekse premier Tsipras
150282526,2015-05-29T00:00:00Z,Newspaper,NRC,OBA en Artis: minder subsidie,-1,FALSE,SPEC_OBA VG_en SPEC_Artis VNW_minder N_subsidie,OBA en Artis minder subsidie
150282532,2015-05-29T00:00:00Z,Newspaper,NRC,Duits overschot op de begroting is asociaal,-1,FALSE,ADJ_duits N_overschot VZ_op N_begroting WW_zijn ADJ_asociaal,duits overschot op begroting zijn asociaal
150282535,2015-05-28T00:00:00Z,Newspaper,NRC,[Online concurrentie Amsterdam. De omzet van kledin...]*,0,FALSE,ADJ_online N_concurrentie SPEC_Amsterdam N_omzet VZ_van N_kledin,online concurrentie Amsterdam omzet van kledin
150282536,2015-05-28T00:00:00Z,Newspaper,NRC,Stimulering economie Europees Parlement en EU eens over investeringsfonds,1,FALSE,N_stimulering N_economie SPEC_Europees_Parlement VG_en SPEC_EU BW_eens VZ_over N_investeringsfonds,stimulering economie Europees_Parlement en EU eens over investeringsfonds
150282537,2015-05-28T00:00:00Z,Newspaper,NRC,[Economisch herstel Amsterdam. Dankzij de aantrekke...]*,1,FALSE,ADJ_economisch N_herstel SPEC_Amsterdam VZ_dankzij ADJ_aantrekke,economisch herstel Amsterdam dankzij aantrekke
150282538,2015-05-28T00:00:00Z,Newspaper,NRC,[Prijs- en productiedaling Amsterdam. De Nederland...]*,-1,FALSE,SPEC_prijs- VG_en N_productiedaling SPEC_Amsterdam SPEC_Nederland,prijs- en productiedaling Amsterdam Nederland
150282539,2015-05-28T00:00:00Z,Newspaper,NRC,'Huizenkoper mag niet meer dan 90 pct lenen',0,FALSE,N_huizenkoper WW_mogen BW_niet_veel_dan TW_90 SPEC_pct WW_lenen,huizenkoper mogen niet_veel_dan 90 pct lenen
150282540,2015-05-28T00:00:00Z,Newspaper,NRC,V&D Hof stuurt vakbonden en V&D toch weer terug naar de onderhandelingstafel,0,FALSE,SPEC_V N_d SPEC_Hof WW_sturen N_vakbond VG_en SPEC_V N_d BW_toch BW_weer BW_terug VZ_naar N_onderhandelingstafel,V d Hof sturen vakbond en V d toch weer terug naar onderhandelingstafel
150282542,2015-05-28T00:00:00Z,Newspaper,NRC,Hypotheek Advies: huizenkopers mogen niet meer dan 90 procent van koopsom lenen',0,FALSE,N_hypotheek N_advies N_huizenkoper WW_mogen BW_niet_veel_dan TW_90 N_procent VZ_van N_koopsom WW_lenen,hypotheek advies huizenkoper mogen niet_veel_dan 90 procent van koopsom lenen
150282544,2015-05-28T00:00:00Z,Newspaper,NRC,"Bijzonder beheer kan je redding zijn, dus doe maar aardig tegen die bankiers",0,FALSE,ADJ_bijzonder N_beheer WW_kunnen VNW_je N_redding WW_zijn BW_dus WW_doen BW_maar ADJ_aardig VZ_tegen VNW_die N_bankier,bijzonder beheer kunnen je redding zijn dus doen maar aardig tegen die bankier
150282546,2015-05-28T00:00:00Z,Newspaper,NRC,Onderzoek Nederland staat iets lager op concurrentielijst,-1,FALSE,SPEC_Onderzoek_Nederland WW_staan VNW_iets ADJ_laag VZ_op N_concurrentielijst,Onderzoek_Nederland staan iets laag op concurrentielijst
150282552,2015-05-27T00:00:00Z,Newspaper,NRC,Valutapolitiek IMF vindt Chinese yuan niet langer kunstmatig goedkoop,0,FALSE,N_valutapolitiek SPEC_IMF WW_vinden ADJ_chinese N_yuan BW_niet ADJ_lang ADJ_kunstmatig ADJ_goedkoop,valutapolitiek IMF vinden chinese yuan niet lang kunstmatig goedkoop
150282554,2015-05-27T00:00:00Z,Newspaper,NRC,Positie yuan versterkt door positief oordeel van IMF,1,FALSE,N_positie N_yuan WW_versterken VZ_door ADJ_positief N_oordeel VZ_van N_imf,positie yuan versterken door positief oordeel van imf
150282556,2015-05-27T00:00:00Z,Newspaper,NRC,luchtvaart Ierse staat stapt uit Aer Lingus ; Economie Kort,0,FALSE,N_luchtvaart ADJ_ierse N_staat WW_stappen VZ_uit SPEC_Aer_Lingus N_economie ADJ_kort,luchtvaart ierse staat stappen uit Aer_Lingus economie kort
150282557,2015-05-27T00:00:00Z,Newspaper,NRC,Karinthië is zo arm als Griekenland,-1,FALSE,SPEC_Karinthië WW_zijn BW_zo ADJ_arm VG_als SPEC_Griekenland,Karinthië zijn zo arm als Griekenland
150282571,2015-05-23T00:00:00Z,Newspaper,NRC,De Bank is wel/niet onafhankelijk; In Europa,0,FALSE,N_bank WW_zijn BW_wel BW_niet ADJ_onafhankelijk VZ_in SPEC_Europa,bank zijn wel niet onafhankelijk in Europa
150282573,2015-05-23T00:00:00Z,Newspaper,NRC,Kabinet maakt noodgreep bij ABN Amro terecht ongedaan; Commentaar,0,FALSE,N_kabinet WW_maken N_noodgreep VZ_bij SPEC_ABN_Amro ADJ_terecht ADJ_ongedaan N_commentaar,kabinet maken noodgreep bij ABN_Amro terecht ongedaan commentaar
150282575,2015-05-23T00:00:00Z,Newspaper,NRC,Zeer onwaarschijnlijk; Vraag aan het financiële panel: Beperkt de Europese centrale bank haar opkoopprogramma?,0,FALSE,BW_zeer ADJ_onwaarschijnlijk WW_vragen VZ_aan_het ADJ_financieel N_panel WW_beperken ADJ_europese ADJ_centraal N_bank VNW_haar N_opkoopprogramma,zeer onwaarschijnlijk vragen aan_het financieel panel beperken europese centraal bank haar opkoopprogramma
150282576,2015-05-23T00:00:00Z,Newspaper,NRC,[Vroeger spaarde ik graag op mijn Zilvervlootrekeni...]*,0,FALSE,BW_vroeger WW_sparen VNW_ik BW_graag VZ_op VNW_mijn SPEC_Zilvervlootrekeni,vroeger sparen ik graag op mijn Zilvervlootrekeni
150282577,2015-05-23T00:00:00Z,Newspaper,NRC,Hoe wordt de herfst voor ABN Amro?,0,FALSE,BW_hoe WW_worden N_herfst VZ_voor SPEC_ABN_Amro,hoe worden herfst voor ABN_Amro
150282581,2015-05-23T00:00:00Z,Newspaper,NRC,De cao kan zó nog een eeuw mee - na een flinke verbouwing,0,FALSE,SPEC_cao WW_kunnen BW_zó BW_nog N_eeuw VZ_mee VZ_na ADJ_flink N_verbouwing,cao kunnen zó nog eeuw mee na flink verbouwing
150282586,2015-05-23T00:00:00Z,Newspaper,NRC,"Ophef nu geluwd, maar strop dreigt; ABN Amro Zeven jaar na nationalisatie kiest het kabinet voor een beursgang in stapjes en met een beschermingsconstructie. Eerste tranche van maximaal 30 procent moet 4,5 miljard euro opleveren.",0,FALSE,"N_ophef BW_nu WW_luwen VG_maar N_strop WW_dreigen SPEC_ABN_Amro TW_zeven N_jaar VZ_na N_nationalisatie WW_kiezen N_kabinet VZ_voor N_beursgang VZ_in N_stap VG_en VZ_met N_beschermingsconstructie TW_een N_tranche VZ_van ADJ_maximaal TW_30 N_procent WW_moeten TW_4,5 N_miljard N_euro WW_opleveren","ophef nu luwen maar strop dreigen ABN_Amro zeven jaar na nationalisatie kiezen kabinet voor beursgang in stap en met beschermingsconstructie een tranche van maximaal 30 procent moeten 4,5 miljard euro opleveren"
150282589,2015-05-23T00:00:00Z,Newspaper,NRC,Obligaties zijn niet meer wat ze waren,-1,FALSE,N_obligatie WW_zijn BW_niet VNW_veel VNW_wat VNW_ze WW_zijn,obligatie zijn niet veel wat ze zijn
150282596,2015-05-22T00:00:00Z,Newspaper,NRC,Inkomensongelijkheid rijke landen stijgt verder,-1,FALSE,N_inkomensongelijkheid ADJ_rijk N_land WW_stijgen BW_verder,inkomensongelijkheid rijk land stijgen verder
150282604,2015-05-22T00:00:00Z,Newspaper,NRC,Eén op de zes huishoudens heeft financiële problemen; Factcheck,-1,FALSE,TW_eén VZ_op TW_zes N_huishouden WW_hebben ADJ_financieel N_probleem SPEC_Factcheck,eén op zes huishouden hebben financieel probleem Factcheck
150282611,2015-05-21T00:00:00Z,Newspaper,NRC,"Het kapitalisme van zon, wind en water; Column",0,FALSE,N_kapitalisme VZ_van N_zon N_wind VG_en N_water N_column,kapitalisme van zon wind en water column
150282612,2015-05-21T00:00:00Z,Newspaper,NRC,"Arbeidsmarkt Beroepsbevolking krimpt, maar 7 procent blijft werkloos",0,FALSE,N_arbeidsmarkt N_beroepsbevolking WW_krimpen VG_maar TW_7 N_procent WW_blijven ADJ_werkloos,arbeidsmarkt beroepsbevolking krimpen maar 7 procent blijven werkloos
150282613,2015-05-21T00:00:00Z,Newspaper,NRC,"Huizenmarkt Bestaande koopwoningen zijn 2,3 procent duurder dan een jaar geleden",0,FALSE,"WW_huizenmarkt WW_bestaan N_koopwoning WW_zijn TW_2,3 N_procent ADJ_duur VG_dan N_jaar BW_geleden","huizenmarkt bestaan koopwoning zijn 2,3 procent duur dan jaar geleden"
150282614,2015-05-21T00:00:00Z,Newspaper,NRC,Vermogend Nederland Aantal miljonairs afgelopen jaar met 6.000 toegenomen,1,FALSE,WW_vermogen SPEC_Nederland N_aantal N_miljonair WW_aflopen N_jaar VZ_met TW_6.000 WW_toenemen,vermogen Nederland aantal miljonair aflopen jaar met 6.000 toenemen
150282621,2015-05-21T00:00:00Z,Newspaper,NRC,ECB geeft Griekenland beetje extra lucht,1,FALSE,SPEC_ECB WW_geven SPEC_Griekenland N_beet ADJ_extra N_lucht,ECB geven Griekenland beet extra lucht
150282627,2015-05-20T00:00:00Z,Newspaper,NRC,Luchtvaart Staat blokkeert concurrenten Air France-KLM op Schiphol,0,FALSE,N_luchtvaart N_staat WW_blokkeren N_concurrent SPEC_Air_France-KLM VZ_op SPEC_Schiphol,luchtvaart staat blokkeren concurrent Air_France-KLM op Schiphol
150282628,2015-05-20T00:00:00Z,Newspaper,NRC,Wiebes grijpt toch in: top fiscus en 5.000 man weg,-1,FALSE,N_wiebes WW_grijpen BW_toch VZ_in N_top N_fiscus VG_en TW_5.000 N_man BW_weg,wiebes grijpen toch in top fiscus en 5.000 man weg
